"","feature","metadata","value","coef","stderr","pval","name","qval","N","N.not.zero","tern1"
"102","UniRef90_A0A2X4A7I0","Group","KO-Old",-1.7847756799381,0.246233883887121,3.43805956739378e-09,"GroupKO-Old",2.76662675776159e-07,51,50,"KO-Old depleted gene families"
"103","UniRef90_A0A0T8YM76","Group","KO-Old",-1.13851670716464,0.157399633289699,3.62256859601663e-09,"GroupKO-Old",2.88680029476743e-07,51,50,"KO-Old depleted gene families"
"112","UniRef90_A0A0T8YCT3","Group","KO-Old",-1.13202011388767,0.159319594486178,5.65887839174287e-09,"GroupKO-Old",4.11044901233854e-07,51,50,"KO-Old depleted gene families"
"113","UniRef90_UPI00098DD7D3","Group","KO-Old",-5.10840956238904,0.718773595753513,5.62389311426862e-09,"GroupKO-Old",4.11044901233854e-07,51,46,"KO-Old depleted gene families"
"114","UniRef90_A0A139Q1F5","Group","KO-Old",-1.27208617931256,0.179424366338317,5.97379800282754e-09,"GroupKO-Old",4.30113456203583e-07,51,50,"KO-Old depleted gene families"
"115","UniRef90_A0A0E9G641","Group","KO-Old",-1.35870937925719,0.192422693903326,6.60426814019913e-09,"GroupKO-Old",4.53733474105053e-07,51,50,"KO-Old depleted gene families"
"124","UniRef90_UPI000CF36DB2","Group","KO-Old",-2.79450031659372,0.397184123004981,7.21364560671624e-09,"GroupKO-Old",4.81862992193894e-07,51,51,"KO-Old depleted gene families"
"125","UniRef90_W1WSC0","Group","KO-Old",-3.97766908764356,0.567343189379106,7.86426113576435e-09,"GroupKO-Old",5.1639884321883e-07,51,48,"KO-Old depleted gene families"
"154","UniRef90_C5WFM2","Group","KO-Old",-2.15893908435685,0.316803087790996,1.56134281970443e-08,"GroupKO-Old",8.32175445722984e-07,51,50,"KO-Old depleted gene families"
"171","UniRef90_X5NU12","Group","KO-Old",-6.27937979681004,0.942164389771361,2.63747368997104e-08,"GroupKO-Old",1.2659873711861e-06,51,42,"KO-Old depleted gene families"
"173","UniRef90_A0A1H9VM71","Group","KO-Old",-3.19299137460644,0.479515083431959,2.69390715015706e-08,"GroupKO-Old",1.27812658314966e-06,51,41,"KO-Old depleted gene families"
"177","UniRef90_W1VLU6","Group","KO-Old",-1.11832024631225,0.168221956925873,2.79866786340315e-08,"GroupKO-Old",1.29782292784255e-06,51,50,"KO-Old depleted gene families"
"193","UniRef90_A5LQA9","Group","KO-Old",-1.23342283771174,0.188709768763842,4.13800303812133e-08,"GroupKO-Old",1.75983051486528e-06,51,51,"KO-Old depleted gene families"
"196","UniRef90_B1ICC9","Group","KO-Old",-3.23964042475428,0.496921935227616,4.38643301639905e-08,"GroupKO-Old",1.83693072441854e-06,51,41,"KO-Old depleted gene families"
"198","UniRef90_UPI0005317E3D","Group","KO-Old",-3.02116848716347,0.463984569895096,4.5118496171851e-08,"GroupKO-Old",1.87036675039673e-06,51,41,"KO-Old depleted gene families"
"218","UniRef90_UPI0009B4888C","Group","KO-Old",-4.7626589379074,0.742210436820062,6.27891901920758e-08,"GroupKO-Old",2.37038064886539e-06,51,48,"KO-Old depleted gene families"
"223","UniRef90_A0A0E4H456","Group","KO-Old",-3.43202283531597,0.538700183386983,7.37263292906385e-08,"GroupKO-Old",2.70154335186411e-06,51,42,"KO-Old depleted gene families"
"224","UniRef90_UPI0005E6767F","Group","KO-Old",-3.3460458665288,0.525111130331139,7.34333842806359e-08,"GroupKO-Old",2.70154335186411e-06,51,41,"KO-Old depleted gene families"
"239","UniRef90_UPI00037E308E","Group","KO-Old",-1.96028843850066,0.311144073269833,9.43866226329377e-08,"GroupKO-Old",3.24152886431445e-06,51,48,"KO-Old depleted gene families"
"248","UniRef90_A0A139PJ49","Group","KO-Old",-1.84420900072569,0.294563030523086,1.08329676277415e-07,"GroupKO-Old",3.58307148038934e-06,51,47,"KO-Old depleted gene families"
"253","UniRef90_A0A139NLE4","Group","KO-Old",-0.991517760806368,0.158744254810821,1.14087264758096e-07,"GroupKO-Old",3.68672546903329e-06,51,50,"KO-Old depleted gene families"
"257","UniRef90_A0A0T8YGT9","Group","KO-Old",-1.13412401596243,0.181818492325338,1.17458264537452e-07,"GroupKO-Old",3.7416648785241e-06,51,50,"KO-Old depleted gene families"
"259","UniRef90_A0A0V0W8Y6","Group","KO-Old",-5.39847560878886,0.866474695219923,1.20483936831585e-07,"GroupKO-Old",3.79127587426845e-06,51,45,"KO-Old depleted gene families"
"260","UniRef90_A5LQI6","Group","KO-Old",-1.26313426329449,0.202743143468779,1.20555921440554e-07,"GroupKO-Old",3.79127587426845e-06,51,50,"KO-Old depleted gene families"
"262","UniRef90_A0A139PKM9","Group","KO-Old",-0.85218883096057,0.136851724451545,1.21878347166961e-07,"GroupKO-Old",3.81823463185654e-06,51,51,"KO-Old depleted gene families"
"277","UniRef90_B1ICC7","Group","KO-Old",-3.91583541630551,0.633194122015808,1.41546264103821e-07,"GroupKO-Old",4.19863977443322e-06,51,41,"KO-Old depleted gene families"
"285","UniRef90_T0TU34","Group","KO-Old",-0.836398761525493,0.135999993731628,1.59532864246386e-07,"GroupKO-Old",4.59454649029592e-06,51,50,"KO-Old depleted gene families"
"290","UniRef90_A8AUJ8","Group","KO-Old",-4.50383101547011,0.733916442660307,1.67102928632422e-07,"GroupKO-Old",4.72958909729283e-06,51,41,"KO-Old depleted gene families"
"298","UniRef90_A5M9J2","Group","KO-Old",-4.50861355626023,0.737734553907275,1.82511768937059e-07,"GroupKO-Old",5.01022274058654e-06,51,39,"KO-Old depleted gene families"
"307","UniRef90_A0A380KG45","Group","KO-Old",-1.37134029864221,0.226346198902847,2.19443419309368e-07,"GroupKO-Old",5.858817139776e-06,51,50,"KO-Old depleted gene families"
"316","UniRef90_M5N5Z4","Group","KO-Old",-2.27589930881455,0.377693089620801,2.46031308539222e-07,"GroupKO-Old",6.39058538129727e-06,51,49,"KO-Old depleted gene families"
"336","UniRef90_A0A0E8T8Q9","Group","KO-Old",-1.06552828545179,0.17846271326689,2.9819916170025e-07,"GroupKO-Old",7.28457952153469e-06,51,51,"KO-Old depleted gene families"
"344","UniRef90_A0A0T8AM44","Group","KO-Old",-1.28012148383476,0.215675870999171,3.37076101548432e-07,"GroupKO-Old",8.0427925625277e-06,51,49,"KO-Old depleted gene families"
"349","UniRef90_A0A0E9F2X7","Group","KO-Old",-0.991752234201147,0.16739910287301,3.50130214334018e-07,"GroupKO-Old",8.23458108668658e-06,51,50,"KO-Old depleted gene families"
"350","UniRef90_A0A0T9H027","Group","KO-Old",-1.24302053859753,0.210008161074507,3.5697328525057e-07,"GroupKO-Old",8.32446137290824e-06,51,50,"KO-Old depleted gene families"
"352","UniRef90_V6YZB4","Group","KO-Old",-3.94495554784956,0.666426312173394,3.56164161821798e-07,"GroupKO-Old",8.32446137290824e-06,51,39,"KO-Old depleted gene families"
"361","UniRef90_UPI000A363EE8","Group","KO-Old",-5.83424905207904,0.990712202123479,3.96202700087986e-07,"GroupKO-Old",9.00839823357948e-06,51,41,"KO-Old depleted gene families"
"364","UniRef90_A0A0C1HU44","Group","KO-Old",-2.87563563586572,0.489110220976402,4.09687863593253e-07,"GroupKO-Old",9.19073472997681e-06,51,40,"KO-Old depleted gene families"
"388","UniRef90_A0A1C7C6Y3","Group","KO-Old",-0.885331327403059,0.152091553588853,5.01671214715987e-07,"GroupKO-Old",1.0598806334921e-05,51,50,"KO-Old depleted gene families"
"391","UniRef90_UPI00099184BF","Group","KO-Old",-1.04299680755663,0.179318290791974,5.09728055754511e-07,"GroupKO-Old",1.07003782138952e-05,51,49,"KO-Old depleted gene families"
"405","UniRef90_A0A0H3BYT8","Group","KO-Old",-1.10536568275505,0.191316895133848,5.8320833710678e-07,"GroupKO-Old",1.17978079654205e-05,51,49,"KO-Old depleted gene families"
"406","UniRef90_UPI00099DBDEE","Group","KO-Old",-1.11118208228324,0.192329479512131,5.83566037275916e-07,"GroupKO-Old",1.17978079654205e-05,51,50,"KO-Old depleted gene families"
"423","UniRef90_A4VW24","Group","KO-Old",-0.945476210858026,0.164835464869128,6.74196616325134e-07,"GroupKO-Old",1.30822832784792e-05,51,49,"KO-Old depleted gene families"
"425","UniRef90_A0A0V1DTP1","Group","KO-Old",-4.91593308100917,0.857424648328262,6.80085805829396e-07,"GroupKO-Old",1.31176358023168e-05,51,42,"KO-Old depleted gene families"
"435","UniRef90_U2J9S7","Group","KO-Old",-0.945641373959428,0.165303317962126,7.10764914854944e-07,"GroupKO-Old",1.34113986692629e-05,51,50,"KO-Old depleted gene families"
"442","UniRef90_A0A111BWP9","Group","KO-Old",-0.989667552652305,0.173883535228117,7.86148605140227e-07,"GroupKO-Old",1.4611042955078e-05,51,51,"KO-Old depleted gene families"
"453","UniRef90_A0A0T9AFK1","Group","KO-Old",-0.864796167023327,0.153179873364541,9.2164878276543e-07,"GroupKO-Old",1.66261389207443e-05,51,50,"KO-Old depleted gene families"
"455","UniRef90_B1ICC8","Group","KO-Old",-4.29694971257413,0.761081495378678,9.20941819778306e-07,"GroupKO-Old",1.66261389207443e-05,51,42,"KO-Old depleted gene families"
"456","UniRef90_F9PA10","Group","KO-Old",-1.13147168428913,0.200461517710615,9.25777374688515e-07,"GroupKO-Old",1.66639927443933e-05,51,50,"KO-Old depleted gene families"
"458","UniRef90_E8KU89","Group","KO-Old",-0.904975561829229,0.160643150157451,9.61293725496503e-07,"GroupKO-Old",1.72277268534395e-05,51,49,"KO-Old depleted gene families"
"466","UniRef90_UPI000B5885D4","Group","KO-Old",-2.2646834439409,0.403207794262598,1.01875672986845e-06,"GroupKO-Old",1.79441099544212e-05,51,50,"KO-Old depleted gene families"
"467","UniRef90_A0A0B7LH40","Group","KO-Old",-3.8606996919341,0.687555695990259,1.02425819636245e-06,"GroupKO-Old",1.80023796054453e-05,51,42,"KO-Old depleted gene families"
"470","UniRef90_A0A0T8ADC9","Group","KO-Old",-0.820177481666035,0.146426379296749,1.07435383220966e-06,"GroupKO-Old",1.87623324569721e-05,51,51,"KO-Old depleted gene families"
"473","UniRef90_J1NR57","Group","KO-Old",-1.31871955255697,0.235823971980517,1.10956204376371e-06,"GroupKO-Old",1.92285299733696e-05,51,49,"KO-Old depleted gene families"
"477","UniRef90_A0A0T8XNK5","Group","KO-Old",-1.01210912441494,0.181189727848171,1.13303207180797e-06,"GroupKO-Old",1.94967028205446e-05,51,50,"KO-Old depleted gene families"
"481","UniRef90_A0A0T8YV19","Group","KO-Old",-4.47886081967,0.803526934675056,1.18060404140499e-06,"GroupKO-Old",2.01463575298382e-05,51,42,"KO-Old depleted gene families"
"486","UniRef90_A0A354QRG8","Group","KO-Old",-3.97131084352634,0.713763018043432,1.22249130408787e-06,"GroupKO-Old",2.06465198023729e-05,51,42,"KO-Old depleted gene families"
"503","UniRef90_A0A150NJC5","Group","KO-Old",-0.856598992104518,0.154780998829456,1.35419185872506e-06,"GroupKO-Old",2.2097826593271e-05,51,50,"KO-Old depleted gene families"
"504","UniRef90_A0A0T8UCX9","Group","KO-Old",-0.740467153496011,0.133861185995152,1.3666764103171e-06,"GroupKO-Old",2.225730153945e-05,51,51,"KO-Old depleted gene families"
"508","UniRef90_A0A0T8AE86","Group","KO-Old",-4.15644526572442,0.752444179929135,1.40336509669219e-06,"GroupKO-Old",2.26302960975432e-05,51,39,"KO-Old depleted gene families"
"518","UniRef90_L7WQA2","Group","KO-Old",-0.9395676155954,0.17078043955706,1.51560170741405e-06,"GroupKO-Old",2.40155575568621e-05,51,50,"KO-Old depleted gene families"
"520","UniRef90_UPI00067AFF56","Group","KO-Old",-1.36705612230819,0.248633851211692,1.53315647545177e-06,"GroupKO-Old",2.42067521544036e-05,51,50,"KO-Old depleted gene families"
"526","UniRef90_A0A0T7T4K2","Group","KO-Old",-1.03830736404808,0.189344919811401,1.61219693449365e-06,"GroupKO-Old",2.50575701046971e-05,51,50,"KO-Old depleted gene families"
"528","UniRef90_A0A0T9GVM6","Group","KO-Old",-0.671100049884922,0.12239230759896,1.61494329743966e-06,"GroupKO-Old",2.50575701046971e-05,51,51,"KO-Old depleted gene families"
"531","UniRef90_A0A0R2A864","Group","KO-Old",-1.36737204818692,0.249783412309967,1.66554871467143e-06,"GroupKO-Old",2.57454309793279e-05,51,50,"KO-Old depleted gene families"
"535","UniRef90_A0A139PDU2","Group","KO-Old",-0.867203220060955,0.158612135862401,1.70492596492674e-06,"GroupKO-Old",2.61311773109902e-05,51,51,"KO-Old depleted gene families"
"537","UniRef90_A0A380KZL6","Group","KO-Old",-0.952270066588068,0.17435039020143,1.73828501390652e-06,"GroupKO-Old",2.65695407712192e-05,51,50,"KO-Old depleted gene families"
"540","UniRef90_J1DEC0","Group","KO-Old",-1.227145607196,0.224749951495401,1.74890657633751e-06,"GroupKO-Old",2.66784320652797e-05,51,50,"KO-Old depleted gene families"
"542","UniRef90_UPI0005E36B13","Group","KO-Old",-1.35275051570865,0.2484788207549,1.84741241173752e-06,"GroupKO-Old",2.79770499548737e-05,51,50,"KO-Old depleted gene families"
"553","UniRef90_E9FJI8","Group","KO-Old",-0.990517543850471,0.183042510542733,2.06745833625947e-06,"GroupKO-Old",3.06866148716415e-05,51,50,"KO-Old depleted gene families"
"554","UniRef90_A3CNY0","Group","KO-Old",-0.887534383443111,0.164092807022093,2.08654036305769e-06,"GroupKO-Old",3.09139409746886e-05,51,50,"KO-Old depleted gene families"
"555","UniRef90_M5JX75","Group","KO-Old",-2.4322364432695,0.449842259164463,2.09998742753314e-06,"GroupKO-Old",3.10571113607063e-05,51,48,"KO-Old depleted gene families"
"558","UniRef90_UPI0006C8745A","Group","KO-Old",-0.953062013770747,0.176483332481338,2.14794339109776e-06,"GroupKO-Old",3.15955543980831e-05,51,51,"KO-Old depleted gene families"
"563","UniRef90_A0A0V1GUF9","Group","KO-Old",-5.66662705765719,1.05249516094608,2.27165739337817e-06,"GroupKO-Old",3.31185859411155e-05,51,39,"KO-Old depleted gene families"
"569","UniRef90_A0A0F2CZZ9","Group","KO-Old",-0.96357043384059,0.179268174233701,2.34272512041057e-06,"GroupKO-Old",3.37945303837083e-05,51,51,"KO-Old depleted gene families"
"576","UniRef90_UPI000449D70B","Group","KO-Old",-3.45568788918105,0.644206996467928,2.43096847322436e-06,"GroupKO-Old",3.46413007434471e-05,51,42,"KO-Old depleted gene families"
"581","UniRef90_A0A139NP97","Group","KO-Old",-1.0314048843765,0.193524598083546,2.73794842434467e-06,"GroupKO-Old",3.86655542402009e-05,51,51,"KO-Old depleted gene families"
"588","UniRef90_UPI00099D565C","Group","KO-Old",-1.56616959839762,0.294767782709471,2.89571865070192e-06,"GroupKO-Old",4.04218685118391e-05,51,50,"KO-Old depleted gene families"
"591","UniRef90_A0A0T9GRS4","Group","KO-Old",-0.842498883760419,0.158963221889339,3.03037821995981e-06,"GroupKO-Old",4.20780482377629e-05,51,50,"KO-Old depleted gene families"
"596","UniRef90_A0A0T8AJK0","Group","KO-Old",-0.837718362203886,0.15837114417039,3.13991365609694e-06,"GroupKO-Old",4.3169868156187e-05,51,51,"KO-Old depleted gene families"
"597","UniRef90_D3H856","Group","KO-Old",-3.19792788575653,0.604539773760468,3.13706029796354e-06,"GroupKO-Old",4.3169868156187e-05,51,40,"KO-Old depleted gene families"
"606","UniRef90_UPI0003FA7F01","Group","KO-Old",-0.840812385907317,0.159809503956656,3.45850773121771e-06,"GroupKO-Old",4.68439463000577e-05,51,49,"KO-Old depleted gene families"
"608","UniRef90_P03903","Group","KO-Old",-4.54497116092739,0.864991515617471,3.54213281296861e-06,"GroupKO-Old",4.78187929750762e-05,51,41,"KO-Old depleted gene families"
"610","UniRef90_A0A0T8AGG9","Group","KO-Old",-0.947040682383203,0.180381535206959,3.59267516980528e-06,"GroupKO-Old",4.83420947438716e-05,51,50,"KO-Old depleted gene families"
"612","UniRef90_UPI0008DE0D73","Group","KO-Old",-5.21118624122772,0.993172806254462,3.63218272712733e-06,"GroupKO-Old",4.87139801050019e-05,51,42,"KO-Old depleted gene families"
"616","UniRef90_A6P026","Group","KO-Old",-3.14102492795786,0.599653349451511,3.7448577732958e-06,"GroupKO-Old",4.98990139662532e-05,51,46,"KO-Old depleted gene families"
"627","UniRef90_A0A0T9ALN2","Group","KO-Old",-0.897043705511187,0.17220823164342,4.1346988642139e-06,"GroupKO-Old",5.40946569406997e-05,51,50,"KO-Old depleted gene families"
"636","UniRef90_UPI000768A552","Group","KO-Old",-1.28208459843014,0.248059976277736,4.74887893448332e-06,"GroupKO-Old",6.12874187016338e-05,51,50,"KO-Old depleted gene families"
"637","UniRef90_A0A0T9H6W4","Group","KO-Old",-0.92587674834287,0.179293493029618,4.8208790115344e-06,"GroupKO-Old",6.21189559288451e-05,51,51,"KO-Old depleted gene families"
"648","UniRef90_A0A139NFG5","Group","KO-Old",-0.968599384737866,0.188632051510664,5.3241189204319e-06,"GroupKO-Old",6.73652840331728e-05,51,49,"KO-Old depleted gene families"
"649","UniRef90_UPI0009914BA2","Group","KO-Old",-1.00279623094386,0.195296831651505,5.32651916880229e-06,"GroupKO-Old",6.73652840331728e-05,51,49,"KO-Old depleted gene families"
"650","UniRef90_UPI000475CBC1","Group","KO-Old",-0.916489805133172,0.178644891021754,5.40861391693884e-06,"GroupKO-Old",6.82983123542061e-05,51,49,"KO-Old depleted gene families"
"662","UniRef90_A0A0F2DEL0","Group","KO-Old",-3.27934525147304,0.64197291619951,5.82871322784621e-06,"GroupKO-Old",7.22690002630841e-05,51,39,"KO-Old depleted gene families"
"669","UniRef90_A0A081QCW1","Group","KO-Old",-2.64915528083114,0.521215134194976,6.35768374775912e-06,"GroupKO-Old",7.80027925285604e-05,51,49,"KO-Old depleted gene families"
"676","UniRef90_UPI0005E9D515","Group","KO-Old",-0.832962491837474,0.164430701566972,6.73327840156429e-06,"GroupKO-Old",8.17555460355617e-05,51,50,"KO-Old depleted gene families"
"681","UniRef90_UPI00099D187E","Group","KO-Old",-1.19297398928615,0.236185800871516,7.07829010644386e-06,"GroupKO-Old",8.53136640142308e-05,51,50,"KO-Old depleted gene families"
"682","UniRef90_UPI0004119DDC","Group","KO-Old",-0.923189347150399,0.182883159865029,7.15121839619375e-06,"GroupKO-Old",8.60662765336632e-05,51,49,"KO-Old depleted gene families"
"683","UniRef90_M5JZM3","Group","KO-Old",-1.95200766915062,0.386784713793,7.18081094769537e-06,"GroupKO-Old",8.62958949614694e-05,51,48,"KO-Old depleted gene families"
"684","UniRef90_M5KEK3","Group","KO-Old",-1.9517883571875,0.386790267907056,7.19638872414264e-06,"GroupKO-Old",8.63566646897117e-05,51,48,"KO-Old depleted gene families"
"689","UniRef90_A0A0T9AEG2","Group","KO-Old",-1.50196827675779,0.298817944752477,7.69425937158692e-06,"GroupKO-Old",9.16610753584694e-05,51,48,"KO-Old depleted gene families"
"693","UniRef90_M5JY69","Group","KO-Old",-2.30278686192681,0.459109042707345,7.97512416844718e-06,"GroupKO-Old",9.44586135275822e-05,51,48,"KO-Old depleted gene families"
"698","UniRef90_A0A239SYA6","Group","KO-Old",-0.886462759943447,0.17740280258701,8.50103942132206e-06,"GroupKO-Old",9.99663776077528e-05,51,50,"KO-Old depleted gene families"
"701","UniRef90_A0A0H2UQN2","Group","KO-Old",-4.37417238978151,0.878006822703353,8.94184217924884e-06,"GroupKO-Old",0.000104699915274286,51,44,"KO-Old depleted gene families"
"702","UniRef90_A0A0T9GVD3","Group","KO-Old",-0.782152655976233,0.157056033853188,8.99783315946692e-06,"GroupKO-Old",0.000105205433864536,51,50,"KO-Old depleted gene families"
"707","UniRef90_E8JWE0","Group","KO-Old",-0.980079779646659,0.19756539587616,9.6037142384048e-06,"GroupKO-Old",0.000111495454694238,51,49,"KO-Old depleted gene families"
"712","UniRef90_A0A150NLS6","Group","KO-Old",-0.980725026043822,0.198090307210362,9.92952527840501e-06,"GroupKO-Old",0.000114468459951051,51,50,"KO-Old depleted gene families"
"721","UniRef90_J7SHX6","Group","KO-Old",-0.68930878988093,0.140039549043409,1.09364573234517e-05,"GroupKO-Old",0.00012440533198993,51,51,"KO-Old depleted gene families"
"722","UniRef90_Q8DU21","Group","KO-Old",-0.883385242879274,0.179474536670569,1.09430616102253e-05,"GroupKO-Old",0.00012440533198993,51,49,"KO-Old depleted gene families"
"723","UniRef90_A0A0T9GZT0","Group","KO-Old",-0.776304615259926,0.157780266585529,1.10133740960775e-05,"GroupKO-Old",0.000125031500111486,51,50,"KO-Old depleted gene families"
"729","UniRef90_F9P8V9","Group","KO-Old",-1.21414677895002,0.247863791983606,1.18487154006718e-05,"GroupKO-Old",0.000133407758585342,51,50,"KO-Old depleted gene families"
"730","UniRef90_A0A0E9DIM1","Group","KO-Old",-4.336063864258,0.885414194180048,1.1897775584275e-05,"GroupKO-Old",0.000133593627901135,51,46,"KO-Old depleted gene families"
"731","UniRef90_A0A0T9AM79","Group","KO-Old",-1.36864142863617,0.279460252593354,1.18885519862168e-05,"GroupKO-Old",0.000133593627901135,51,44,"KO-Old depleted gene families"
"734","UniRef90_A1YSF7","Group","KO-Old",-4.00164194727656,0.818251456114793,1.2170393014875e-05,"GroupKO-Old",0.000136096166030101,51,41,"KO-Old depleted gene families"
"741","UniRef90_UPI00099E453C","Group","KO-Old",-1.14317891910174,0.234770234416597,1.30659952658683e-05,"GroupKO-Old",0.000144731024483464,51,50,"KO-Old depleted gene families"
"743","UniRef90_E1MAG1","Group","KO-Old",-0.964796749130256,0.19850342547298,1.34668752651511e-05,"GroupKO-Old",0.000148770002929152,51,49,"KO-Old depleted gene families"
"744","UniRef90_E1LRL6","Group","KO-Old",-0.889783697074206,0.183116856063655,1.352350744643e-05,"GroupKO-Old",0.000149134308713858,51,50,"KO-Old depleted gene families"
"746","UniRef90_A0A1S1XSF9","Group","KO-Old",-2.04372968355355,0.420695996921904,1.35749257665018e-05,"GroupKO-Old",0.000149360577334379,51,50,"KO-Old depleted gene families"
"748","UniRef90_UPI0005E913DE","Group","KO-Old",-0.871322048746828,0.179624988580217,1.39064299523378e-05,"GroupKO-Old",0.000152598899797846,51,50,"KO-Old depleted gene families"
"755","UniRef90_W1VQB7","Group","KO-Old",-1.18783708161532,0.245418129671177,1.44161068192348e-05,"GroupKO-Old",0.000156904977778666,51,48,"KO-Old depleted gene families"
"756","UniRef90_A0A0T9GYN9","Group","KO-Old",-1.05904126179754,0.218899517006578,1.45145640450935e-05,"GroupKO-Old",0.000157586695346729,51,50,"KO-Old depleted gene families"
"757","UniRef90_A0A100EHG9","Group","KO-Old",-1.05877613435065,0.218890703666941,1.45641185588546e-05,"GroupKO-Old",0.000157915832405652,51,50,"KO-Old depleted gene families"
"762","UniRef90_A0A380K3B7","Group","KO-Old",-4.49936100764894,0.931594023936581,1.49231306753598e-05,"GroupKO-Old",0.000160746793416474,51,44,"KO-Old depleted gene families"
"763","UniRef90_F9PAZ1","Group","KO-Old",-0.941167446062258,0.194896585935664,1.49573657852702e-05,"GroupKO-Old",0.00016090440152752,51,50,"KO-Old depleted gene families"
"764","UniRef90_A0A0E9GFG3","Group","KO-Old",-1.10842455046562,0.229605882135627,1.50353355730864e-05,"GroupKO-Old",0.000161333660137857,51,51,"KO-Old depleted gene families"
"768","UniRef90_A0A139QHL0","Group","KO-Old",-0.885915638489138,0.183618939411424,1.51749667431488e-05,"GroupKO-Old",0.000162182457067403,51,50,"KO-Old depleted gene families"
"770","UniRef90_UPI0005E1BF93","Group","KO-Old",-2.24401101514068,0.465396684126171,1.53300189891781e-05,"GroupKO-Old",0.000163414020601525,51,48,"KO-Old depleted gene families"
"771","UniRef90_R3JAX0","Group","KO-Old",-3.33716981541124,0.692310817348456,1.5401168580552e-05,"GroupKO-Old",0.000163959522320585,51,42,"KO-Old depleted gene families"
"772","UniRef90_A0A139N4P5","Group","KO-Old",-1.3105331087227,0.271926560756238,1.54475157326917e-05,"GroupKO-Old",0.000164239908204577,51,49,"KO-Old depleted gene families"
"777","UniRef90_F9HFA5","Group","KO-Old",-0.860800375012596,0.179111675171815,1.61616069906188e-05,"GroupKO-Old",0.000170637621046387,51,50,"KO-Old depleted gene families"
